household_id,date,location_type,climate_zone,household_size,income_level,inflation_rate,electricity_tariff_rate,past_month_units,ac_hours,fan_hours,next_month_units
8,2021-08-01,Urban,WetWarm,2,High,6.4,49.03,78.6,3.51,8.4,92.0
4,2023-01-01,Urban,Cool,7,High,7.75,52.12,63.0,1.03,3.72,72.1
16,2022-09-01,Rural,DryHot,8,Low,7.7,49.7,55.7,0.36,1.89,59.1
12,2023-02-01,Semi-urban,WetWarm,4,Low,7.16,53.38,41.0,0.28,1.14,40.2
6,2021-04-01,Urban,Cool,5,Middle,7.83,47.9,65.5,1.87,4.54,61.6
7,2018-05-01,Urban,WetWarm,4,Middle,6.91,43.42,90.7,3.91,9.9,90.3
20,2015-08-01,Rural,DryHot,8,Low,3.63,39.43,55.2,0.32,2.7,63.1
19,2015-04-01,Rural,DryHot,6,Low,1.75,40.36,51.2,0.61,2.07,51.0
7,2015-09-01,Urban,WetWarm,4,Middle,4.94,39.84,95.3,4.47,6.49,89.1
19,2016-07-01,Rural,DryHot,6,Low,3.33,41.55,47.2,0.23,1.2,51.6
12,2021-08-01,Semi-urban,WetWarm,4,Low,6.4,49.03,43.7,0.38,2.9,47.4
4,2019-05-01,Urban,Cool,7,High,5.5,45.02,72.6,1.96,4.04,64.8
10,2016-07-01,Semi-urban,WetWarm,6,Middle,3.33,41.55,102.4,4.52,6.51,86.3
13,2021-05-01,Semi-urban,DryHot,4,Middle,6.75,48.98,109.2,5.24,12.15,150.5
14,2022-06-01,Semi-urban,WetWarm,7,Middle,6.78,50.22,112.0,4.95,6.44,117.6
13,2022-01-01,Semi-urban,DryHot,4,Middle,6.2,49.99,130.1,7.08,11.46,133.8
7,2023-10-01,Urban,WetWarm,4,Middle,8.9,52.53,101.7,4.86,6.87,59.9
18,2018-03-01,Rural,DryHot,6,Low,5.37,43.57,49.0,0.4,1.9,52.5
17,2015-07-01,Rural,DryHot,5,Low,4.18,41.28,49.5,0.75,1.85,44.1
6,2016-05-01,Urban,Cool,5,Middle,6.6,41.29,45.4,0.19,4.7,53.3
1,2024-07-01,Urban,WetWarm,2,High,9.49,52.0,103.3,5.57,7.28,98.0
4,2019-10-01,Urban,Cool,7,High,6.79,46.41,67.6,1.36,5.16,55.5
20,2020-10-01,Rural,DryHot,8,Low,7.62,47.43,56.0,0.29,3.88,57.2
14,2020-06-01,Semi-urban,WetWarm,7,Middle,6.37,48.4,110.0,4.88,6.37,118.3
9,2015-10-01,Semi-urban,WetWarm,5,Middle,4.05,39.64,112.2,5.62,8.84,62.0
6,2015-05-01,Urban,Cool,5,Middle,3.28,40.53,48.3,0.43,5.92,47.5
20,2021-03-01,Rural,DryHot,8,Low,6.45,48.63,54.0,0.2,1.82,56.0
1,2022-06-01,Urban,WetWarm,2,High,6.78,50.22,73.0,3.15,7.2,80.6
8,2015-09-01,Urban,WetWarm,2,High,4.94,39.84,99.3,5.29,9.05,104.0
7,2015-07-01,Urban,WetWarm,4,Middle,4.18,41.28,78.5,3.06,7.56,87.4
20,2021-02-01,Rural,DryHot,8,Low,7.0,48.02,61.4,0.84,1.6,54.0
7,2017-10-01,Urban,WetWarm,4,Middle,5.48,43.4,112.3,5.88,8.24,104.8
5,2016-07-01,Urban,WetWarm,6,High,3.33,41.55,97.0,4.03,8.24,92.5
11,2021-05-01,Semi-urban,WetWarm,7,Middle,6.75,48.98,94.8,3.43,9.9,104.9
17,2015-02-01,Rural,DryHot,5,Low,3.76,38.74,51.4,0.82,2.62,51.2
12,2015-06-01,Semi-urban,WetWarm,4,Low,3.68,40.2,49.5,0.94,3.76,47.1
14,2020-11-01,Semi-urban,WetWarm,7,Middle,6.29,47.83,104.7,4.35,6.38,113.8
1,2015-12-01,Urban,WetWarm,2,High,4.23,40.4,95.2,4.93,8.78,98.7
4,2018-01-01,Urban,Cool,7,High,5.51,45.17,64.4,1.13,5.77,55.2
3,2018-09-01,Urban,Cool,3,Middle,7.29,44.53,58.9,1.97,3.07,52.7
20,2020-06-01,Rural,DryHot,8,Low,6.37,48.4,57.4,0.48,1.01,58.1
9,2023-11-01,Semi-urban,WetWarm,5,Middle,7.94,51.31,66.0,1.9,3.25,107.5
16,2020-06-01,Rural,DryHot,8,Low,6.37,48.4,55.7,0.37,1.8,54.3
10,2024-04-01,Semi-urban,WetWarm,6,Middle,8.43,53.61,96.7,3.86,7.38,90.8
13,2015-01-01,Semi-urban,DryHot,4,Middle,5.85,40.12,134.3,7.37,13.33,145.8
14,2018-05-01,Semi-urban,WetWarm,7,Middle,6.91,43.42,106.6,4.51,7.84,118.5
16,2019-11-01,Rural,DryHot,8,Low,6.18,45.03,62.1,0.77,2.73,58.5
19,2021-12-01,Rural,DryHot,6,Low,7.61,49.29,49.4,0.37,1.15,50.3
19,2021-11-01,Rural,DryHot,6,Low,5.9,48.14,57.5,0.99,1.88,49.4
13,2015-11-01,Semi-urban,DryHot,4,Middle,3.63,39.56,82.7,3.44,7.05,100.6
6,2022-07-01,Urban,Cool,5,Middle,7.22,50.86,52.4,0.64,6.43,57.7
19,2015-09-01,Rural,DryHot,6,Low,4.94,39.84,55.6,0.84,3.73,46.8
17,2017-09-01,Rural,DryHot,5,Low,5.1,42.5,51.8,0.82,2.86,47.3
14,2015-09-01,Semi-urban,WetWarm,7,Middle,4.94,39.84,87.9,3.0,9.39,103.9
20,2019-01-01,Rural,DryHot,8,Low,5.85,47.0,54.7,0.29,1.14,63.1
20,2018-01-01,Rural,DryHot,8,Low,5.51,45.17,54.4,0.12,3.92,62.7
6,2022-06-01,Urban,Cool,5,Middle,6.78,50.22,62.1,1.49,5.07,52.4
19,2017-04-01,Rural,DryHot,6,Low,4.36,41.99,46.3,0.12,2.16,50.7
15,2015-08-01,Rural,DryHot,7,Low,3.63,39.43,50.8,0.18,2.63,59.9
8,2015-12-01,Urban,WetWarm,2,High,4.23,40.4,100.9,5.48,9.03,91.3
13,2019-11-01,Semi-urban,DryHot,4,Middle,6.18,45.03,85.6,3.72,6.94,148.4
2,2018-04-01,Urban,WetWarm,4,High,5.64,44.85,92.3,4.08,9.74,89.4
8,2019-08-01,Urban,WetWarm,2,High,5.03,45.1,74.4,3.29,8.06,87.8
5,2016-05-01,Urban,WetWarm,6,High,6.6,41.29,102.1,4.5,7.75,89.6
3,2016-06-01,Urban,Cool,3,Middle,5.06,40.53,55.3,1.62,4.93,37.0
15,2023-07-01,Rural,DryHot,7,Low,6.92,52.71,53.6,0.38,3.27,49.1
3,2022-12-01,Urban,Cool,3,Middle,8.4,50.51,59.5,1.83,4.38,59.9
20,2019-05-01,Rural,DryHot,8,Low,5.5,45.02,52.7,0.06,2.83,55.6
9,2021-08-01,Semi-urban,WetWarm,5,Middle,6.4,49.03,84.7,3.15,8.86,112.7
5,2017-12-01,Urban,WetWarm,6,High,5.13,43.91,98.9,4.14,9.08,110.4
12,2017-05-01,Semi-urban,WetWarm,4,Low,3.98,41.54,40.7,0.19,3.03,46.1
9,2019-08-01,Semi-urban,WetWarm,5,Middle,5.03,45.1,115.8,5.81,7.29,108.9
7,2019-01-01,Urban,WetWarm,4,Middle,5.85,47.0,90.5,4.06,6.75,90.9
19,2022-06-01,Rural,DryHot,6,Low,6.78,50.22,55.6,0.8,2.2,49.4
4,2021-10-01,Urban,Cool,7,High,7.89,49.62,52.6,0.13,5.72,64.1
20,2022-02-01,Rural,DryHot,8,Low,7.32,50.82,60.4,0.68,1.59,61.1
7,2018-06-01,Urban,WetWarm,4,Middle,4.67,44.51,90.3,3.97,9.76,79.3
17,2015-10-01,Rural,DryHot,5,Low,4.05,39.64,44.2,0.16,3.45,52.0
11,2018-11-01,Semi-urban,WetWarm,7,Middle,4.94,45.11,105.0,4.46,6.27,109.7
11,2015-04-01,Semi-urban,WetWarm,7,Middle,1.75,40.36,114.9,5.29,8.97,116.2
7,2021-10-01,Urban,WetWarm,4,Middle,7.89,49.62,110.6,5.71,7.04,101.6
10,2018-08-01,Semi-urban,WetWarm,6,Middle,6.5,44.19,100.3,4.27,8.14,88.0
16,2020-01-01,Rural,DryHot,8,Low,7.09,48.14,60.9,0.79,1.07,63.8
15,2023-06-01,Rural,DryHot,7,Low,8.09,52.46,59.1,0.85,1.79,53.6
5,2018-06-01,Urban,WetWarm,6,High,4.67,44.51,98.1,4.13,7.76,86.1
15,2023-10-01,Rural,DryHot,7,Low,8.9,52.53,57.1,0.69,2.92,54.8
1,2016-11-01,Urban,WetWarm,2,High,4.88,41.19,92.2,4.74,8.87,96.9
3,2024-09-01,Urban,Cool,3,Middle,8.7,53.58,40.3,0.37,4.12,53.8
20,2015-05-01,Rural,DryHot,8,Low,3.28,40.53,54.2,0.21,2.59,62.9
11,2021-06-01,Semi-urban,WetWarm,7,Middle,6.92,48.43,104.9,4.31,8.75,100.4
11,2024-05-01,Semi-urban,WetWarm,7,Middle,9.22,53.0,101.5,4.1,7.3,90.9
14,2021-04-01,Semi-urban,WetWarm,7,Middle,7.83,47.9,115.9,5.28,8.19,93.8
5,2020-11-01,Urban,WetWarm,6,High,6.29,47.83,116.1,5.56,6.9,101.2
3,2023-05-01,Urban,Cool,3,Middle,7.79,51.55,40.0,0.21,6.11,61.2
4,2020-12-01,Urban,Cool,7,High,5.4,47.17,72.4,1.88,3.55,53.1
4,2024-06-01,Urban,Cool,7,High,8.44,53.93,71.5,1.8,3.8,54.0
2,2023-02-01,Urban,WetWarm,4,High,7.16,53.38,105.6,5.15,8.44,78.6
8,2020-12-01,Urban,WetWarm,2,High,5.4,47.17,99.1,5.36,6.38,84.0
11,2017-04-01,Semi-urban,WetWarm,7,Middle,4.36,41.99,97.2,3.76,9.03,124.0
18,2023-06-01,Rural,DryHot,6,Low,8.09,52.46,46.3,0.09,2.94,51.9
9,2019-04-01,Semi-urban,WetWarm,5,Middle,5.72,47.74,114.7,5.76,8.04,97.9
8,2024-10-01,Urban,WetWarm,2,High,7.89,54.04,108.3,5.98,6.02,73.1
15,2022-10-01,Rural,DryHot,7,Low,7.72,50.29,59.5,0.82,3.81,58.6
1,2022-10-01,Urban,WetWarm,2,High,7.72,50.29,77.4,3.42,9.07,72.2
9,2019-01-01,Semi-urban,WetWarm,5,Middle,5.85,47.0,116.2,5.83,8.3,90.7
9,2024-03-01,Semi-urban,WetWarm,5,Middle,9.17,54.27,89.4,3.52,9.62,113.1
10,2016-01-01,Semi-urban,WetWarm,6,Middle,4.7,41.48,86.4,3.19,6.84,99.8
20,2024-02-01,Rural,DryHot,8,Low,8.92,53.22,58.8,0.52,2.77,59.1
17,2021-06-01,Rural,DryHot,5,Low,6.92,48.43,54.7,0.99,3.99,54.0
11,2024-01-01,Semi-urban,WetWarm,7,Middle,8.24,53.11,123.4,5.76,9.87,91.7
6,2023-01-01,Urban,Cool,5,Middle,7.75,52.12,51.8,0.58,5.26,65.5
10,2017-06-01,Semi-urban,WetWarm,6,Middle,5.6,43.5,89.9,3.46,7.59,113.1
9,2018-01-01,Semi-urban,WetWarm,5,Middle,5.51,45.17,113.4,5.53,9.93,105.2
13,2016-07-01,Semi-urban,DryHot,4,Middle,3.33,41.55,148.3,8.63,13.69,143.0
14,2024-12-01,Semi-urban,WetWarm,7,Middle,8.25,53.18,93.0,3.25,9.72,
2,2017-10-01,Urban,WetWarm,4,High,5.48,43.4,79.3,3.08,8.04,94.2
10,2016-08-01,Semi-urban,WetWarm,6,Middle,3.6,42.39,86.3,3.15,9.08,116.7
19,2019-04-01,Rural,DryHot,6,Low,5.72,47.74,54.9,0.73,3.08,48.8
3,2015-07-01,Urban,Cool,3,Middle,4.18,41.28,51.5,1.19,6.77,44.3
20,2024-12-01,Rural,DryHot,8,Low,8.25,53.18,52.5,0.11,1.54,
7,2020-10-01,Urban,WetWarm,4,Middle,7.62,47.43,111.2,5.54,9.81,92.8
5,2023-05-01,Urban,WetWarm,6,High,7.79,51.55,116.4,5.51,9.3,117.6
13,2017-07-01,Semi-urban,DryHot,4,Middle,6.06,41.63,141.8,8.16,11.55,134.2
6,2023-08-01,Urban,Cool,5,Middle,8.07,51.87,63.3,1.53,5.5,51.6
17,2023-07-01,Rural,DryHot,5,Low,6.92,52.71,53.7,0.91,3.14,51.4
11,2016-01-01,Semi-urban,WetWarm,7,Middle,4.7,41.48,94.5,3.46,9.12,96.5
11,2022-12-01,Semi-urban,WetWarm,7,Middle,8.4,50.51,115.9,5.19,7.59,114.3
8,2019-09-01,Urban,WetWarm,2,High,6.4,44.99,87.8,4.38,6.06,96.0
16,2024-01-01,Rural,DryHot,8,Low,8.24,53.11,57.2,0.4,1.75,60.0
11,2020-01-01,Semi-urban,WetWarm,7,Middle,7.09,48.14,92.0,3.37,6.38,124.7
5,2015-08-01,Urban,WetWarm,6,High,3.63,39.43,116.7,5.76,6.43,113.1
14,2020-05-01,Semi-urban,WetWarm,7,Middle,6.62,49.01,111.2,4.91,7.71,110.0
5,2021-08-01,Urban,WetWarm,6,High,6.4,49.03,114.0,5.25,9.33,119.5
10,2020-02-01,Semi-urban,WetWarm,6,Middle,5.63,47.98,88.4,3.28,6.54,106.0
10,2018-04-01,Semi-urban,WetWarm,6,Middle,5.64,44.85,116.6,5.63,6.78,115.1
5,2017-09-01,Urban,WetWarm,6,High,5.1,42.5,88.6,3.41,6.13,105.7
6,2017-10-01,Urban,Cool,5,Middle,5.48,43.4,63.1,1.61,6.04,60.7
18,2016-12-01,Rural,DryHot,6,Low,4.19,41.66,51.1,0.43,3.61,48.0
14,2023-09-01,Semi-urban,WetWarm,7,Middle,8.1,51.89,125.9,5.98,8.77,104.1
9,2019-05-01,Semi-urban,WetWarm,5,Middle,5.5,45.02,97.9,4.27,8.45,116.8
17,2015-12-01,Rural,DryHot,5,Low,4.23,40.4,52.1,0.83,2.15,49.2
10,2020-11-01,Semi-urban,WetWarm,6,Middle,6.29,47.83,109.8,4.98,8.11,91.2
19,2022-03-01,Rural,DryHot,6,Low,6.81,49.83,58.1,0.96,2.87,54.2
1,2024-09-01,Urban,WetWarm,2,High,8.7,53.58,103.4,5.56,6.76,96.1
7,2016-09-01,Urban,WetWarm,4,Middle,5.3,42.99,83.0,3.36,9.07,47.4
19,2019-05-01,Rural,DryHot,6,Low,5.5,45.02,48.8,0.38,1.31,51.8
17,2019-07-01,Rural,DryHot,5,Low,5.35,45.6,47.5,0.6,1.15,44.2
10,2015-02-01,Semi-urban,WetWarm,6,Middle,3.76,38.74,103.2,4.57,8.2,111.6
16,2015-11-01,Rural,DryHot,8,Low,3.63,39.56,55.6,0.28,2.99,59.2
7,2024-03-01,Urban,WetWarm,4,Middle,9.17,54.27,106.4,5.23,8.51,110.1
1,2024-12-01,Urban,WetWarm,2,High,8.25,53.18,81.1,3.78,7.51,
6,2019-09-01,Urban,Cool,5,Middle,6.4,44.99,65.0,1.8,5.3,60.8
19,2017-03-01,Rural,DryHot,6,Low,3.88,42.42,50.8,0.45,3.49,46.3
18,2024-03-01,Rural,DryHot,6,Low,9.17,54.27,55.2,0.79,1.15,50.8
20,2020-09-01,Rural,DryHot,8,Low,6.43,47.17,57.3,0.4,2.97,56.0
6,2017-12-01,Urban,Cool,5,Middle,5.13,43.91,47.1,0.32,4.6,60.9
4,2015-10-01,Urban,Cool,7,High,4.05,39.64,65.0,1.41,3.41,58.2
3,2017-05-01,Urban,Cool,3,Middle,3.98,41.54,48.8,0.93,5.94,48.3
1,2018-11-01,Urban,WetWarm,2,High,4.94,45.11,99.3,5.39,7.2,89.4
9,2017-08-01,Semi-urban,WetWarm,5,Middle,5.69,43.38,92.1,3.86,8.55,98.5
8,2018-01-01,Urban,WetWarm,2,High,5.51,45.17,82.0,3.94,6.61,88.9
7,2019-06-01,Urban,WetWarm,4,Middle,4.79,45.98,99.5,4.67,9.77,105.1
11,2016-08-01,Semi-urban,WetWarm,7,Middle,3.6,42.39,93.0,3.5,6.81,106.3
10,2018-11-01,Semi-urban,WetWarm,6,Middle,4.94,45.11,97.1,3.96,8.13,86.4
1,2015-05-01,Urban,WetWarm,2,High,3.28,40.53,82.9,4.06,6.63,93.2
14,2017-12-01,Semi-urban,WetWarm,7,Middle,5.13,43.91,113.4,5.04,9.53,124.1
9,2024-10-01,Semi-urban,WetWarm,5,Middle,7.89,54.04,89.7,3.62,7.53,89.6
7,2024-10-01,Urban,WetWarm,4,Middle,7.89,54.04,85.6,3.55,8.24,83.9
6,2021-10-01,Urban,Cool,5,Middle,7.89,49.62,52.6,0.63,6.49,64.4
15,2017-12-01,Rural,DryHot,7,Low,5.13,43.91,56.4,0.61,3.15,59.1
10,2020-09-01,Semi-urban,WetWarm,6,Middle,6.43,47.17,114.3,5.35,7.63,110.1
5,2022-11-01,Urban,WetWarm,6,High,7.48,50.07,113.7,5.31,8.81,93.1
1,2019-03-01,Urban,WetWarm,2,High,6.58,46.65,89.5,4.45,9.32,94.7
8,2016-02-01,Urban,WetWarm,2,High,4.35,40.95,87.1,4.29,9.72,95.3
17,2020-03-01,Rural,DryHot,5,Low,6.58,46.09,45.9,0.38,2.58,46.7
16,2016-12-01,Rural,DryHot,8,Low,4.19,41.66,58.0,0.55,1.66,55.1
7,2024-06-01,Urban,WetWarm,4,Middle,8.44,53.93,85.7,3.59,6.39,105.7
10,2017-12-01,Semi-urban,WetWarm,6,Middle,5.13,43.91,102.8,4.5,6.91,112.3
10,2022-03-01,Semi-urban,WetWarm,6,Middle,6.81,49.83,86.4,3.1,6.68,89.6
16,2023-11-01,Rural,DryHot,8,Low,7.94,51.31,60.4,0.74,1.28,64.4
9,2015-12-01,Semi-urban,WetWarm,5,Middle,4.23,40.4,104.0,4.94,7.79,109.3
4,2018-04-01,Urban,Cool,7,High,5.64,44.85,61.1,1.01,3.77,65.9
1,2016-08-01,Urban,WetWarm,2,High,3.6,42.39,98.2,5.34,7.02,79.1
6,2022-01-01,Urban,Cool,5,Middle,6.2,49.99,44.6,0.15,3.48,44.4
1,2017-12-01,Urban,WetWarm,2,High,5.13,43.91,77.8,3.47,8.43,101.4
19,2024-01-01,Rural,DryHot,6,Low,8.24,53.11,45.2,0.03,1.36,47.4
5,2018-09-01,Urban,WetWarm,6,High,7.29,44.53,111.6,5.04,9.77,90.7
8,2021-09-01,Urban,WetWarm,2,High,8.17,49.5,92.0,4.6,9.67,105.9
16,2018-06-01,Rural,DryHot,8,Low,4.67,44.51,55.9,0.32,1.92,53.3
16,2022-07-01,Rural,DryHot,8,Low,7.22,50.86,61.9,0.87,1.05,54.1
5,2019-10-01,Urban,WetWarm,6,High,6.79,46.41,90.2,3.42,7.9,49.6
15,2017-02-01,Rural,DryHot,7,Low,5.78,41.98,57.6,0.83,1.83,49.3
20,2020-08-01,Rural,DryHot,8,Low,4.72,47.66,63.5,0.94,1.93,57.3
3,2015-06-01,Urban,Cool,3,Middle,3.68,40.2,45.5,0.77,5.99,51.5
7,2020-05-01,Urban,WetWarm,4,Middle,6.62,49.01,87.8,3.79,7.01,98.8
12,2022-06-01,Semi-urban,WetWarm,4,Low,6.78,50.22,49.6,0.86,3.01,49.4
2,2017-11-01,Urban,WetWarm,4,High,5.01,42.21,94.2,4.25,9.5,106.9
15,2015-07-01,Rural,DryHot,7,Low,4.18,41.28,60.4,0.99,3.52,50.8
6,2017-02-01,Urban,Cool,5,Middle,5.78,41.98,52.4,0.86,3.4,48.1
20,2016-11-01,Rural,DryHot,8,Low,4.88,41.19,61.8,0.9,2.54,55.8
12,2017-03-01,Semi-urban,WetWarm,4,Low,3.88,42.42,44.5,0.4,3.94,47.8
5,2022-06-01,Urban,WetWarm,6,High,6.78,50.22,112.0,5.09,9.82,99.4
15,2021-07-01,Rural,DryHot,7,Low,6.41,49.22,54.3,0.33,3.89,55.2
16,2016-05-01,Rural,DryHot,8,Low,6.6,41.29,63.5,0.9,3.11,60.1
18,2017-02-01,Rural,DryHot,6,Low,5.78,41.98,46.5,0.14,1.7,49.4
2,2015-08-01,Urban,WetWarm,4,High,3.63,39.43,107.9,5.57,6.33,95.3
20,2023-06-01,Rural,DryHot,8,Low,8.09,52.46,60.8,0.73,1.84,63.1
17,2022-03-01,Rural,DryHot,5,Low,6.81,49.83,49.3,0.65,1.48,47.3
9,2016-09-01,Semi-urban,WetWarm,5,Middle,5.3,42.99,113.6,5.72,6.06,65.9
2,2020-11-01,Urban,WetWarm,4,High,6.29,47.83,84.8,3.57,7.32,85.2
10,2019-12-01,Semi-urban,WetWarm,6,Middle,6.71,46.48,118.0,5.68,7.85,92.2
9,2017-09-01,Semi-urban,WetWarm,5,Middle,5.1,42.5,98.5,4.43,8.39,82.2
6,2023-04-01,Urban,Cool,5,Middle,9.92,52.84,57.7,1.12,4.81,65.3
6,2015-07-01,Urban,Cool,5,Middle,4.18,41.28,64.0,1.64,5.78,65.5
2,2020-01-01,Urban,WetWarm,4,High,7.09,48.14,82.7,3.33,8.48,108.4
3,2020-02-01,Urban,Cool,3,Middle,5.63,47.98,46.1,0.81,5.38,55.3
9,2023-05-01,Semi-urban,WetWarm,5,Middle,7.79,51.55,95.6,4.08,7.64,82.5
19,2023-05-01,Rural,DryHot,6,Low,7.79,51.55,54.2,0.68,1.75,46.5
9,2024-02-01,Semi-urban,WetWarm,5,Middle,8.92,53.22,99.7,4.49,7.49,89.4
11,2018-08-01,Semi-urban,WetWarm,7,Middle,6.5,44.19,110.9,4.89,6.74,121.9
1,2016-05-01,Urban,WetWarm,2,High,6.6,41.29,72.7,3.06,8.61,83.8
20,2023-09-01,Rural,DryHot,8,Low,8.1,51.89,63.6,0.88,3.59,59.6
5,2020-07-01,Urban,WetWarm,6,High,6.81,47.2,99.1,4.11,8.95,105.7
6,2019-11-01,Urban,Cool,5,Middle,6.18,45.03,57.3,1.14,5.84,49.5
19,2015-03-01,Rural,DryHot,6,Low,4.31,39.53,46.5,0.15,1.79,51.2
19,2017-06-01,Rural,DryHot,6,Low,5.6,43.5,50.4,0.46,2.87,51.8
13,2020-05-01,Semi-urban,DryHot,4,Middle,6.62,49.01,122.9,6.58,8.54,105.2
8,2024-12-01,Urban,WetWarm,2,High,8.25,53.18,107.1,5.94,6.55,
7,2021-06-01,Urban,WetWarm,4,Middle,6.92,48.43,77.7,3.02,6.36,95.8
2,2023-10-01,Urban,WetWarm,4,High,8.9,52.53,114.4,5.93,6.75,52.1
18,2017-11-01,Rural,DryHot,6,Low,5.01,42.21,54.4,0.74,2.91,54.8
15,2024-12-01,Rural,DryHot,7,Low,8.25,53.18,51.6,0.16,2.46,
20,2022-07-01,Rural,DryHot,8,Low,7.22,50.86,56.6,0.33,1.8,58.7
18,2018-10-01,Rural,DryHot,6,Low,5.61,43.66,46.9,0.16,3.08,48.8
15,2016-02-01,Rural,DryHot,7,Low,4.35,40.95,53.2,0.31,3.39,57.0
9,2022-02-01,Semi-urban,WetWarm,5,Middle,7.32,50.82,107.6,5.0,9.5,99.4
4,2024-02-01,Urban,Cool,7,High,8.92,53.22,63.7,1.03,4.96,74.4
8,2024-07-01,Urban,WetWarm,2,High,9.49,52.0,75.7,3.37,7.41,100.9
20,2023-05-01,Rural,DryHot,8,Low,7.79,51.55,57.3,0.53,1.05,60.8
6,2018-04-01,Urban,Cool,5,Middle,5.64,44.85,46.0,0.24,5.28,47.6
19,2020-05-01,Rural,DryHot,6,Low,6.62,49.01,53.7,0.7,1.83,57.4
11,2016-07-01,Semi-urban,WetWarm,7,Middle,3.33,41.55,96.9,3.76,7.37,93.0
10,2021-07-01,Semi-urban,WetWarm,6,Middle,6.41,49.22,99.8,4.1,9.23,93.8
12,2022-12-01,Semi-urban,WetWarm,4,Low,8.4,50.51,45.9,0.56,3.62,43.1
19,2015-12-01,Rural,DryHot,6,Low,4.23,40.4,54.1,0.81,1.02,52.2
13,2022-04-01,Semi-urban,DryHot,4,Middle,9.28,50.94,134.3,7.52,8.28,150.0
20,2019-12-01,Rural,DryHot,8,Low,6.71,46.48,57.4,0.45,2.66,56.6
11,2023-05-01,Semi-urban,WetWarm,7,Middle,7.79,51.55,89.2,3.15,6.22,114.7
20,2016-05-01,Rural,DryHot,8,Low,6.6,41.29,61.2,0.72,3.73,54.1
14,2018-08-01,Semi-urban,WetWarm,7,Middle,6.5,44.19,109.1,4.7,8.74,107.8
2,2018-05-01,Urban,WetWarm,4,High,6.91,43.42,89.4,3.83,9.91,110.2
15,2017-01-01,Rural,DryHot,7,Low,5.52,42.88,53.4,0.4,3.55,57.6
8,2024-09-01,Urban,WetWarm,2,High,8.7,53.58,88.6,4.31,9.36,108.3
20,2019-08-01,Rural,DryHot,8,Low,5.03,45.1,52.9,0.14,1.79,62.5
8,2018-02-01,Urban,WetWarm,2,High,5.72,44.1,88.9,4.5,6.08,95.1
16,2024-12-01,Rural,DryHot,8,Low,8.25,53.18,61.5,0.81,1.03,
16,2022-01-01,Rural,DryHot,8,Low,6.2,49.99,54.7,0.33,1.3,64.2
1,2023-03-01,Urban,WetWarm,2,High,9.8,51.48,80.7,3.68,8.74,76.9
19,2023-11-01,Rural,DryHot,6,Low,7.94,51.31,55.6,0.82,1.33,48.4
3,2016-02-01,Urban,Cool,3,Middle,4.35,40.95,39.0,0.24,5.85,40.8
1,2023-08-01,Urban,WetWarm,2,High,8.07,51.87,79.0,3.58,7.54,104.5
13,2015-06-01,Semi-urban,DryHot,4,Middle,3.68,40.2,108.2,5.58,8.36,113.8
13,2015-04-01,Semi-urban,DryHot,4,Middle,1.75,40.36,118.9,6.12,13.13,149.6
14,2022-05-01,Semi-urban,WetWarm,7,Middle,7.33,50.32,91.7,3.19,9.01,112.0
5,2023-11-01,Urban,WetWarm,6,High,7.94,51.31,64.0,1.35,4.97,95.9
6,2017-04-01,Urban,Cool,5,Middle,4.36,41.99,65.0,1.8,5.34,65.1
15,2016-05-01,Rural,DryHot,7,Low,6.6,41.29,58.9,0.87,2.14,52.2
18,2020-02-01,Rural,DryHot,6,Low,5.63,47.98,48.7,0.35,1.84,45.8
4,2018-08-01,Urban,Cool,7,High,6.5,44.19,71.4,1.68,5.77,61.6
10,2021-03-01,Semi-urban,WetWarm,6,Middle,6.45,48.63,84.7,3.08,6.73,116.4
15,2015-03-01,Rural,DryHot,7,Low,4.31,39.53,51.6,0.27,2.32,56.0
18,2016-05-01,Rural,DryHot,6,Low,6.6,41.29,50.4,0.38,3.13,50.7
19,2024-12-01,Rural,DryHot,6,Low,8.25,53.18,50.9,0.43,3.3,
4,2022-09-01,Urban,Cool,7,High,7.7,49.7,52.9,0.17,6.05,66.3
12,2015-08-01,Semi-urban,WetWarm,4,Low,3.63,39.43,44.2,0.52,2.84,50.3
18,2015-10-01,Rural,DryHot,6,Low,4.05,39.64,54.9,0.83,3.34,50.3
8,2018-05-01,Urban,WetWarm,2,High,6.91,43.42,87.1,4.31,8.13,86.5
20,2019-09-01,Rural,DryHot,8,Low,6.4,44.99,62.5,0.89,2.34,53.4
6,2016-12-01,Urban,Cool,5,Middle,4.19,41.66,47.3,0.26,6.46,57.7
19,2019-12-01,Rural,DryHot,6,Low,6.71,46.48,47.3,0.21,1.15,45.5
15,2023-12-01,Rural,DryHot,7,Low,7.95,51.32,55.9,0.54,3.35,59.4
3,2016-11-01,Urban,Cool,3,Middle,4.88,41.19,61.1,1.95,6.38,58.8
14,2021-03-01,Semi-urban,WetWarm,7,Middle,6.45,48.63,108.8,4.71,6.02,115.9
12,2024-11-01,Semi-urban,WetWarm,4,Low,9.1,53.13,44.7,0.43,2.64,49.6
19,2018-03-01,Rural,DryHot,6,Low,5.37,43.57,44.4,0.02,1.2,55.1
17,2019-02-01,Rural,DryHot,5,Low,8.61,46.29,44.4,0.2,3.41,46.3
16,2015-03-01,Rural,DryHot,8,Low,4.31,39.53,64.4,0.98,3.85,58.9
6,2018-05-01,Urban,Cool,5,Middle,6.91,43.42,47.6,0.46,3.26,51.4
